"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_id","gene_symbol"
"ENSG00000115841",34.7598686686938,0.512613608895509,0.584409748054076,0.877147601665393,0.380406472303282,0.999979790976061,"ENSG00000115841","RMDN2"
"ENSG00000138336",45.8031988790432,0.126103152172699,0.58818126828597,0.214395049574052,0.830239001787687,0.999979790976061,"ENSG00000138336","TET1"
"ENSG00000279953",3.46119905296654,-1.00220012704187,1.08113004808333,-0.926993129844654,0.353930101315449,0.995825517805422,"ENSG00000279953","ENSG00000279953"
"ENSG00000091262",115.499302267747,0.985702616076787,0.316415631562448,3.11521466625851,0.0018381108706651,0.0384631086281899,"ENSG00000091262","ABCC6"
"ENSG00000143952",388.144126977821,0.153315105123435,0.344809503449425,0.444637121627139,0.656582016277273,0.999979790976061,"ENSG00000143952","VPS54"
"ENSG00000013810",352.864812892447,-0.608709678600734,0.29862648594349,-2.03836467042619,0.0415134767624891,0.372450247794349,"ENSG00000013810","TACC3"
"ENSG00000153944",380.49342797927,-0.337451698284053,0.347374598046776,-0.971434584398177,0.331331913468712,0.97868692898745,"ENSG00000153944","MSI2"
"ENSG00000290770",350.994689528672,0.0895175908110534,0.344681476361758,0.259711057745096,0.795086662410279,0.999979790976061,"ENSG00000290770","MFSD14CP"
"ENSG00000221983",456.265366978574,0.116235594137033,0.27309178318325,0.425628309948222,0.670378708183471,0.999979790976061,"ENSG00000221983","UBA52"
"ENSG00000145916",236.000964994682,0.356719844001333,0.354914464313986,1.00508680222666,0.314855054522647,0.966341312172659,"ENSG00000145916","RMND5B"
"ENSG00000254422",1.64595201756752,-0.000786287808246161,1.48002414038754,-0.00053126688057958,0.99957611037826,NA,"ENSG00000254422","ENSG00000254422"
"ENSG00000226703",1.97948263849832,-2.32432908743949,1.64361821949019,-1.41415388310823,0.157316725165218,NA,"ENSG00000226703","NPM1P4"
"ENSG00000282100",87.8132898712401,-0.0381252207484887,0.438189146592431,-0.0870063100489108,0.930666496437121,0.999979790976061,"ENSG00000282100","HSP90AB4P"
"ENSG00000163319",80.5952459532069,0.0632782723317778,0.403464342690702,0.156837335140388,0.875373047765243,0.999979790976061,"ENSG00000163319","MRPS18C"
"ENSG00000226085",2.30901806766047,-0.00861165961900464,1.34310019355532,-0.00641177751319408,0.994884176767619,0.999979790976061,"ENSG00000226085","UQCRFS1P1"
"ENSG00000286488",14.6404868955979,-0.228993821499324,0.624199484910977,-0.366859997540663,0.713723451433158,0.999979790976061,"ENSG00000286488","ENSG00000286488"
"ENSG00000280649",4.61554265709296,-0.215717035486454,0.997964900371033,-0.216156936387495,0.828865419775229,0.999979790976061,"ENSG00000280649","ENSG00000280649"
"ENSG00000025770",249.542937460579,-0.0215709164476378,0.380358842320206,-0.0567120152013667,0.954774602674699,0.999979790976061,"ENSG00000025770","NCAPH2"
"ENSG00000018699",165.5716688037,-0.154257137850059,0.344589115886276,-0.447655282011194,0.654401999379416,0.999979790976061,"ENSG00000018699","TTC27"
"ENSG00000272931",3.78890658991732,0.377485504183415,1.05321475757568,0.358412661300268,0.720034517842027,0.999979790976061,"ENSG00000272931","LRRC8D-DT"
"ENSG00000034713",245.569835997043,0.236847124901781,0.297149319860679,0.797064334566973,0.425413668519195,0.999979790976061,"ENSG00000034713","GABARAPL2"
"ENSG00000214049",11.0353349727686,-0.223813932560477,0.747863076814864,-0.29927126970046,0.764733074051873,0.999979790976061,"ENSG00000214049","UCA1"
"ENSG00000272407",3.62032239022719,0.528574221562983,1.03439256874444,0.510999631604639,0.609351314733179,0.999979790976061,"ENSG00000272407","ENSG00000272407"
"ENSG00000103199",123.394127316157,0.633785705134472,0.390787809051097,1.62181544678535,0.104842870003154,0.628551995411577,"ENSG00000103199","ZNF500"
"ENSG00000240505",18.4787284658741,-0.314032671407118,0.585653037566682,-0.536209412849435,0.591813828807991,0.999979790976061,"ENSG00000240505","TNFRSF13B"
"ENSG00000249850",75.963233596931,-0.236473582234913,0.33085824958215,-0.714727780049498,0.474777268526517,0.999979790976061,"ENSG00000249850","KRT18P31"
"ENSG00000174891",243.583611199125,-0.0818684033432269,0.434453050215355,-0.188440162412591,0.850531618541264,0.999979790976061,"ENSG00000174891","RSRC1"
"ENSG00000006652",71.5229510405635,0.159696119181052,0.46176750153442,0.345836635645414,0.729465490781526,0.999979790976061,"ENSG00000006652","IFRD1"
"ENSG00000162735",195.039674709615,-0.17123635622559,0.281668031196682,-0.607936781103922,0.543229403792538,0.999979790976061,"ENSG00000162735","PEX19"
"ENSG00000232081",1.64476507038745,0.578541489260476,1.48533788005417,0.389501605681379,0.696905123086784,NA,"ENSG00000232081","LARGE-IT1"
"ENSG00000254469",55.8714607295688,0.0103252081991762,0.642941712027715,0.0160593223398315,0.987187065397015,0.999979790976061,"ENSG00000254469","XNDC1N"
"ENSG00000176142",315.012311619068,0.00539006815978693,0.285659835882509,0.018868834476275,0.984945741598251,0.999979790976061,"ENSG00000176142","TMEM39A"
"ENSG00000213983",306.135635811201,0.0905659663170966,0.418111537664185,0.216607192480387,0.828514480025126,0.999979790976061,"ENSG00000213983","AP1G2"
"ENSG00000198934",53.3737352445701,0.226993059227294,0.366832770928452,0.618791659896621,0.536053617175907,0.999979790976061,"ENSG00000198934","MAGEE1"
"ENSG00000159692",720.61488995235,0.177102514021419,0.319544181078863,0.554234827320203,0.579418146256019,0.999979790976061,"ENSG00000159692","CTBP1"
"ENSG00000268869",3.62598181221484,-4.2916746734088,1.50687581536594,-2.84806128656765,0.00439864530038305,0.0761789585697605,"ENSG00000268869","ESPNP"
"ENSG00000251535",9.86637175580007,0.578190809407453,0.711464980248761,0.812676414804409,0.416403607000574,0.999979790976061,"ENSG00000251535","ENSG00000251535"
"ENSG00000102854",114.639873535332,-0.467920199994827,0.400266851006016,-1.16902061416971,0.242395326064402,0.886297450143622,"ENSG00000102854","MSLN"
"ENSG00000265477",21.4059742689271,0.866622210313421,0.506866286227907,1.7097649495744,0.0873093469012472,0.572200331619458,"ENSG00000265477","ENSG00000265477"
"ENSG00000261324",41.3407482316685,0.104310674213568,0.591935986941871,0.176219517844269,0.860121487703093,0.999979790976061,"ENSG00000261324","ENSG00000261324"
"ENSG00000145725",224.65813389792,-0.247651144167952,0.529512441843577,-0.467696553655504,0.640001606002296,0.999979790976061,"ENSG00000145725","PPIP5K2"
"ENSG00000238959",4.11681446768392,0.352358699574945,1.19287085639455,0.295387130707468,0.767698163154596,0.999979790976061,"ENSG00000238959","RNU7-19P"
"ENSG00000234645",4.11995559297759,-0.582321720543733,1.12987992799942,-0.515383720086786,0.606284906433411,0.999979790976061,"ENSG00000234645","YWHAEP5"
"ENSG00000280120",4.28872667316561,-0.919690055065515,0.98993160588637,-0.929044036574666,0.352866265170103,0.995291210851865,"ENSG00000280120","ENSG00000280120"
"ENSG00000168958",235.393296187055,0.226259231679026,0.305791128575781,0.739914309263404,0.459351991280494,0.999979790976061,"ENSG00000168958","MFF"
"ENSG00000242525",2.47222441743692,-0.591455030306704,1.23279552276349,-0.479767341286956,0.631392837749953,0.999979790976061,"ENSG00000242525","OR7E100P"
"ENSG00000269019",15.6100093066349,1.47832233815125,0.632652277770689,2.3367059443151,0.0194544792487571,0.222400139600339,"ENSG00000269019","HOMER3-AS1"
"ENSG00000182795",1108.25004869635,0.626407964601449,0.301595218368478,2.07698241368047,0.03780318239503,0.350463280556352,"ENSG00000182795","C1orf116"
"ENSG00000228862",1.81091896292527,0.80117284984827,1.4180451330325,0.564984027084496,0.572084628620998,NA,"ENSG00000228862","ENSG00000228862"
"ENSG00000136247",137.447966390064,0.414740449375518,0.327618100597723,1.2659265425776,0.20553938262661,0.839007341213806,"ENSG00000136247","ZDHHC4"
"ENSG00000112893",458.976609544278,-0.158226986900292,0.36073725696037,-0.438621140032881,0.660936076594681,0.999979790976061,"ENSG00000112893","MAN2A1"
"ENSG00000141338",187.08299777369,1.09921198914148,0.557539515066848,1.97154095707403,0.0486620330604859,0.409714351155197,"ENSG00000141338","ABCA8"
"ENSG00000118985",554.228757009004,-0.140660991313692,0.318264983649004,-0.441961882519943,0.658516789158798,0.999979790976061,"ENSG00000118985","ELL2"
"ENSG00000160310",451.984674426796,-0.100662194536505,0.249302874407222,-0.403774704867938,0.686378399039187,0.999979790976061,"ENSG00000160310","PRMT2"
"ENSG00000287104",10.5371716587789,0.637102116096185,0.630643205960188,1.01024178184265,0.312379465974675,0.963482204946192,"ENSG00000287104","ENSG00000287104"
"ENSG00000110442",170.304323872861,-0.0329582592585292,0.280676091085006,-0.117424534206397,0.906523643074507,0.999979790976061,"ENSG00000110442","COMMD9"
"ENSG00000071991",4.28485563677945,0.228329989575874,1.29972224702946,0.175675987771792,0.86054850087732,0.999979790976061,"ENSG00000071991","CDH19"
"ENSG00000146872",291.79532426635,-0.051199674899234,0.383943764490276,-0.133352015671375,0.89391499233582,0.999979790976061,"ENSG00000146872","TLK2"
"ENSG00000226686",6.09038385334183,-0.717514792541715,0.853324564819534,-0.84084628771171,0.400434052150976,0.999979790976061,"ENSG00000226686","LINC01535"
"ENSG00000124766",1057.92817765618,-0.0190346213020535,0.276112822880067,-0.0689378389004463,0.945039099062442,0.999979790976061,"ENSG00000124766","SOX4"
"ENSG00000273664",1.64344701448404,-1.99670864615088,1.81673651506013,-1.09906341926793,0.271740404414126,NA,"ENSG00000273664","ENSG00000273664"
"ENSG00000236095",2.95861864295672,-0.648218747322646,1.44481750381566,-0.448650951148325,0.653683472570504,0.999979790976061,"ENSG00000236095","ENSG00000236095"
"ENSG00000231993",4.2724856458576,-0.00351974857051878,1.01808237268206,-0.00345723358439678,0.997241532195003,0.999979790976061,"ENSG00000231993","EP300-AS1"
"ENSG00000164512",1.64913435988987,-1.225470810693,1.56804108681056,-0.781529783244161,0.434490966722158,NA,"ENSG00000164512","ANKRD55"
"ENSG00000198523",1.97327278661498,0.00302611035297724,1.49639879462647,0.0020222619557326,0.998386469507389,NA,"ENSG00000198523","PLN"
"ENSG00000135763",228.765763718686,-0.146933931517317,0.366385364800424,-0.401036574147426,0.688393196561184,0.999979790976061,"ENSG00000135763","URB2"
"ENSG00000243905",2.62994796532664,0.722566456259741,1.53224847745457,0.471572637787897,0.637231861073617,0.999979790976061,"ENSG00000243905","RN7SL679P"
"ENSG00000092295",75.5022406685562,-0.659684841814849,0.382522404680619,-1.7245652378601,0.0846058526260735,0.56080772196298,"ENSG00000092295","TGM1"
"ENSG00000164168",187.815569939513,0.00356889326316409,0.348179457912261,0.0102501545742065,0.991821703129354,0.999979790976061,"ENSG00000164168","TMEM184C"
"ENSG00000231177",26.8501347350498,-0.128507085265632,0.43324649439189,-0.296614252923168,0.766761028078052,0.999979790976061,"ENSG00000231177","LINC00852"
"ENSG00000087365",1335.52760731407,0.00106555480114817,0.276864321293857,0.00384865336265998,0.996929226482838,0.999979790976061,"ENSG00000087365","SF3B2"
"ENSG00000117228",181.961905256305,-0.562273851288615,0.400228475235013,-1.40488217625807,0.160056317516844,0.758936894556811,"ENSG00000117228","GBP1"
"ENSG00000090530",317.801981791358,0.0622613096834996,0.372369124019744,0.167203201520539,0.867210165433271,0.999979790976061,"ENSG00000090530","P3H2"
"ENSG00000157741",579.284640017528,0.304203861406072,0.327580322732136,0.928638994152346,0.353076206303482,0.995530916798072,"ENSG00000157741","UBN2"
"ENSG00000250222",4.60268568451683,-0.00304725677107634,1.00265860842466,-0.00303917679005828,0.997575091494646,0.999979790976061,"ENSG00000250222","TRIM7-AS2"
"ENSG00000233621",41.0095962536928,0.146916113031064,0.381561602744041,0.385039039501095,0.700208491793359,0.999979790976061,"ENSG00000233621","ZC3H12A-DT"
"ENSG00000201155",2.46627642123548,-0.587537205058047,1.26772128405091,-0.463459289080179,0.643035189443806,0.999979790976061,"ENSG00000201155","RNU1-24P"
"ENSG00000129219",268.50596651229,0.0364452725620418,0.371815345444256,0.0980198181936143,0.921916556503563,0.999979790976061,"ENSG00000129219","PLD2"
"ENSG00000186710",31.2868295534137,-0.94858443037288,0.445176073324898,-2.1308073079673,0.03310502005905,0.320015994369073,"ENSG00000186710","CFAP73"
